1/4/2010	10430.69	10641.62	10430.69	10583.96	3991400000	10583.96
1/5/2010	10584.56	10647.14	10468.86	10572.02	2491020000	10572.02
1/6/2010	10564.72	10655.22	10488.28	10573.68	4972660000	10573.68
1/7/2010	10571.11	10655.6	10471.73	10606.86	5270680000	10606.86
1/8/2010	10606.4	10653.11	10509.74	10618.19	4389590000	10618.19
1/11/2010	10620.31	10739.87	10538.91	10663.99	4255780000	10663.99
1/12/2010	10662.86	10701.48	10523.35	10627.26	4716160000	10627.26
1/13/2010	10628.09	10747.12	10569.07	10680.77	4170360000	10680.77
1/14/2010	10680.16	10767.15	10619.02	10710.55	3915200000	10710.55
1/15/2010	10706.99	10736.54	10529.09	10609.65	4758730000	10609.65
1/19/2010	10608.37	10763.45	10555.47	10725.43	4724830000	10725.43
1/20/2010	10719.69	10719.69	10492.36	10603.15	4810560000	10603.15
1/21/2010	10603.91	10651.14	10334.18	10389.88	6874289600	10389.88
1/22/2010	10389.58	10450.04	10133.15	10172.98	6208650000	10172.98
1/25/2010	10175.1	10316.65	10135.95	10196.86	4481390000	10196.86
1/26/2010	10195.35	10323	10102.17	10194.29	4731910000	10194.29
1/27/2010	10194.29	10294.13	10060.98	10236.16	5319120000	10236.16
1/28/2010	10236.92	10310.68	10023.8	10120.46	5452400000	10120.46
1/29/2010	10122.04	10272.29	10014.35	10067.33	5412850000	10067.33
2/1/2010	10068.99	10227.24	10068.99	10185.53	4077610000	10185.53
2/2/2010	10186.13	10333.35	10138.75	10296.85	4749540000	10296.85
2/3/2010	10291.73	10356.86	10192.03	10270.55	4285450000	10270.55
2/4/2010	10273.12	10273.12	9984.35	10002.18	5859690000	10002.18
2/5/2010	10003.69	10078.89	9822.84	10012.23	6438900000	10012.23
2/8/2010	10005.43	10059.24	9882.85	9908.39	4089820000	9908.39
2/9/2010	9910.28	10154.24	9910.28	10058.64	5114260000	10058.64
2/10/2010	10055.46	10120.15	9946.26	10038.38	4251450000	10038.38
2/11/2010	10037.85	10184.85	9963.19	10144.19	4400870000	10144.19
2/12/2010	10137.23	10140.18	9962.13	10099.14	4160680000	10099.14
2/16/2010	10100.81	10292.62	10100.81	10268.81	4080770000	10268.81
2/17/2010	10261.48	10366.83	10223.16	10309.24	4259230000	10309.24
2/18/2010	10309.39	10416.79	10255.58	10392.9	3878620000	10392.9
2/19/2010	10387.77	10459.18	10316.5	10402.35	3944280000	10402.35
2/22/2010	10402.43	10468.55	10333.05	10383.38	3814440000	10383.38
2/23/2010	10383.16	10430.16	10239.34	10282.41	4521050000	10282.41
2/24/2010	10284	10416.94	10271.61	10374.16	4168360000	10374.16
2/25/2010	10366.6	10366.6	10155.75	10321.03	4521130000	10321.03
2/26/2010	10321.41	10391.24	10250.45	10325.26	3945190000	10325.26
3/1/2010	10326.1	10444.6	10320.05	10403.79	3847640000	10403.79
3/2/2010	10404.16	10493.8	10359.8	10405.98	4134680000	10405.98
3/3/2010	10406.28	10496.22	10359.58	10396.76	3951320000	10396.76
3/4/2010	10396.53	10484.05	10363.88	10444.14	3945010000	10444.14
3/5/2010	10445.13	10587.13	10445.13	10566.2	4133000000	10566.2
3/8/2010	10563.78	10632.48	10500.9	10552.52	3774680000	10552.52
3/9/2010	10552.24	10637.46	10493.49	10564.38	5185570000	10564.38
